IdOrdine;IdCorriere;DataOrdine;DataConsegna;CodStatoFattura;CodProvinciaFattura;ComuneFatturazione;TotaleImponibileFattura;TotaleConIva;IdCliente;Sesso;Quantita;IdMagazzino;PrezzoVendita;PrezzoPieno;PrezzoScontato;Sconto;Outlet;IdTaglia2;NomeDes;LinguaCollezione;LinguaColore;NomeSes;PagamentoOrdine;IdGruppoTaglie;NomeCat;NomeMac
573;1;22/01/2011;27/01/2011;IT;SI;ABBADIA SAN SALVATORE;187,25;224,7;3254;4;-1;4189;117,6;168;84;50;1;68;ROY ROGERS;Autunno - Inverno 2011;Denim blu;Donna;Contrassegno;3;Jeans;Abbigliamento
573;1;22/01/2011;27/01/2011;IT;SI;ABBADIA SAN SALVATORE;187,25;224,7;3254;4;-1;4174;107,1;153;77;50;1;68;ROY ROGERS;Autunno - Inverno 2011;Denim scuro;Donna;Contrassegno;3;Jeans;Abbigliamento
574;1;22/01/2011;26/01/2011;IT;TO;IVREA;64,17;77;3257;3;-1;4853;77;110;55;50;1;5;SUN 68;Autunno - Inverno 2011;Grigio chiaro;Uomo;Contrassegno;2;Maglieria;Abbigliamento
576;1;23/01/2011;26/01/2011;IT;CE;CASAPESENNA;64,17;77;3269;3;-1;5257;77;110;55;50;1;4;SUN 68;Autunno - Inverno 2011;Grigio scuro;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
577;1;23/01/2011;26/01/2011;IT;CE;SANTA MARIA CAPUA VETERE;102,08;122,5;1906;4;-1;4744;122,5;245;123;50;1;67;HR 009;Autunno - Inverno 2011;Fucsia;Donna;Contrassegno;3;Maglieria;Abbigliamento
578;1;23/01/2011;26/01/2011;IT;RM;CIVITAVECCHIA;102,5;123;3161;4;-1;8527;123;175;88;50;1;28;JECKERSON;Autunno - Inverno 2011;Grigio scuro;Uomo;Carta di Credito;2;Pantaloni;Abbigliamento
580;1;24/01/2011;28/01/2011;FR;;Saint-Saulve;420;504;3286;3;-1;5581;504;720;360;50;1;29;AERONAUTICA MILITARE;Autunno - Inverno 2011;Marrone;Uomo;Carta di Credito;2;Capispalla;Abbigliamento
581;1;24/01/2011;27/01/2011;IT;PZ;MELFI;64,17;77;3287;3;-1;5656;77;110;55;50;1;3;BURBERRY;Autunno - Inverno 2011;Bianco;Uomo;Contrassegno;2;Maglieria;Abbigliamento
582;1;24/01/2011;27/01/2011;IT;Ve;Albaredo D'Adige;113,75;136,5;3288;3;-1;6448;136,5;195;98;50;1;434;JECKERSON;Autunno - Inverno 2011;Denim;Uomo;Carta di Credito;2;Jeans;Abbigliamento
583;1;24/01/2011;27/01/2011;RU;Ty;Tyumen;344,17;344,17;3243;3;-1;7964;113,75;195;98;50;1;438;BARBA;Autunno - Inverno 2011;Denim scuro;Uomo;Carta di Credito;2;Jeans;Abbigliamento
583;1;24/01/2011;27/01/2011;RU;Ty;Tyumen;344,17;344,17;3243;3;-1;11673;230,42;395;198;50;1;30;KANGRA;Autunno - Inverno 2011;Blu;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
584;1;25/01/2011;27/01/2011;IT;CR;GRONTARDO;194,17;233;3290;3;-1;11804;233;333;167;50;1;29;DUVETICA;Autunno - Inverno 2011;Mastice;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
585;1;25/01/2011;27/01/2011;ES;BA;BARCELONA;516,67;550;883;3;-1;6315;303;433;217;50;1;66;DUVETICA;Autunno - Inverno 2011;Nero;Donna;Carta di Credito;3;Capispalla;Abbigliamento
585;1;25/01/2011;27/01/2011;ES;BA;BARCELONA;516,67;550;883;3;-1;7433;303;433;217;50;1;68;DUVETICA;Autunno - Inverno 2011;Corda;Donna;Carta di Credito;3;Capispalla;Abbigliamento
586;1;25/01/2011;03/02/2011;IT;FG;CANDELA;120,83;145;3298;4;-1;6384;145;145;73;50;1;623;HOGAN;Autunno - Inverno 2011;Grigio medio;Junior Boy;Bonifico Bancario;18;Sneakers;Calzature
588;1;26/01/2011;01/02/2011;DE;Mu;Riemerling;115,17;138,2;2839;3;-1;2866;158,2;226;113;50;1;6;AERONAUTICA MILITARE;Autunno - Inverno 2011;Blu notte;Uomo;Bonifico Bancario;2;Maglieria;Abbigliamento
589;1;26/01/2011;31/01/2011;IT;MI;MILANO;194,17;233;788;3;-1;11807;233;333;167;50;1;28;DUVETICA;Autunno - Inverno 2011;Grigio medio;Uomo;Carta di Credito;2;Capispalla;Abbigliamento
591;1;27/01/2011;01/02/2011;IT;LE;RACALE;1313,33;1576;3330;4;-1;11618;368;525;263;50;1;3;RIVAMONTI;Autunno - Inverno 2011;Grigio scuro;Donna;Carta di Credito;3;Abiti;Abbigliamento
591;1;27/01/2011;01/02/2011;IT;LE;RACALE;1313,33;1576;3330;4;-1;11956;410;585;293;50;1;66;ETRO;Autunno - Inverno 2011;Grigio - Blu;Donna;Carta di Credito;3;Abiti;Abbigliamento
591;1;27/01/2011;01/02/2011;IT;LE;RACALE;1313,33;1576;3330;4;-1;11935;238;340;170;50;1;67;ETRO;Autunno - Inverno 2011;Nero - Grigio;Donna;Carta di Credito;3;Maglieria;Abbigliamento
591;1;27/01/2011;01/02/2011;IT;LE;RACALE;1313,33;1576;3330;4;-1;8214;560;800;400;50;1;67;ETRO;Autunno - Inverno 2011;Nero;Donna;Carta di Credito;3;Abiti;Abbigliamento
592;1;27/01/2011;01/02/2011;IT;PT;AGLIANA;188,42;226,1;3295;3;-1;7811;114,1;163;82;50;1;28;JAGGY;Autunno - Inverno 2011;Blu medio;Uomo;PayPal;2;Pantaloni;Abbigliamento
592;1;27/01/2011;01/02/2011;IT;PT;AGLIANA;188,42;226,1;3295;3;-1;11813;112;160;80;50;1;28;CAVALLERIA TOSCANA;Autunno - Inverno 2011;Verde;Uomo;PayPal;2;Pantaloni;Abbigliamento
593;1;27/01/2011;03/02/2011;IT;AG;RAFFADALI;145,83;175;1766;3;-1;5495;175;250;125;50;1;5;ASPESI;Autunno - Inverno 2011;Nero;Uomo;Contrassegno;2;Capispalla;Abbigliamento
595;1;28/01/2011;31/01/2011;IT;RM;ROMA;208,33;250;1339;3;-1;10230;250;250;125;50;1;108;HOGAN;Primavera - Estate 2011;Beige;Uomo;Contrassegno;10;Sneakers;Calzature
596;1;28/01/2011;01/02/2011;IT;TA;TARANTO;87,5;105;3349;3;-1;7706;105;150;75;50;1;107;DIADORA;Autunno - Inverno 2011;Grigio - Nero;Uomo;Carta di Credito;10;Sneakers;Calzature
597;1;28/01/2011;02/02/2011;GB;No;Northampton. NN2 7PU;1272,5;1527;3356;3;-1;11308;1380;1380;1380;0;0;30;JOHN GALLIANO;Primavera - Estate 2011;Nero;Uomo;Carta di Credito;24;Orologi;Gioielli Moda
597;1;28/01/2011;02/02/2011;GB;No;Northampton. NN2 7PU;1272,5;1527;3356;3;-1;10934;147;210;105;50;1;29;BURBERRY;Autunno - Inverno 2011;Beige;Uomo;Carta di Credito;2;Pantaloni;Abbigliamento
598;1;28/01/2011;03/02/2011;IT;CT;MAZZARRONE;73,33;88;3359;3;-1;7561;88;125;63;50;1;8;BURBERRY;Autunno - Inverno 2011;Nero;Uomo;Contrassegno;2;Maglieria;Abbigliamento
599;1;29/01/2011;03/02/2011;IT;TN;TRENTO;122,5;147;2610;3;-1;10935;147;210;105;50;1;30;BURBERRY;Autunno - Inverno 2011;Beige;Uomo;Contrassegno;2;Pantaloni;Abbigliamento
600;1;29/01/2011;08/02/2011;CH;Al; ;233,33;233,33;3365;3;-1;5525;233,33;400;200;50;1;32;DUVETICA;Autunno - Inverno 2011;Blu medio;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
602;1;29/01/2011;01/02/2011;IT;AQ;AVEZZANO;133;159,6;3368;3;-1;5148;159,6;228;114;50;1;31;AERONAUTICA MILITARE;Autunno - Inverno 2011;Blu notte;Uomo;Carta di Credito;2;Capispalla;Abbigliamento
605;1;31/01/2011;01/02/2011;IT;CB;TERMOLI;208,33;250;3284;3;-1;10364;250;250;125;50;1;103;HOGAN;Primavera - Estate 2011;Blu;Uomo;Contrassegno;10;Sneakers;Calzature
606;1;31/01/2011;07/02/2011;IT;PA;BORGETTO;147;176,4;3396;3;-1;5157;176,4;252;126;50;1;31;AERONAUTICA MILITARE;Autunno - Inverno 2011;Blu notte;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
607;1;31/01/2011;01/02/2011;IT;RM;ROMA;208,33;250;2590;3;-1;6441;250;250;125;50;1;107;BURBERRY;Autunno - Inverno 2011;Marrone;Uomo;Contrassegno;10;Stivali;Calzature
608;1;31/01/2011;01/02/2011;IT;AV;ATRIPALDA;85;102;3185;4;-1;12085;102;145;73;50;1;614;BURBERRY;Autunno - Inverno 2011;Classic Check;Kids Girl;Contrassegno;16;Abiti;Abbigliamento
609;1;31/01/2011;03/02/2011;IT;FC;LONGIANO;173,83;208,6;3399;3;-1;6417;208,6;298;149;50;1;67;ROY ROGERS;Autunno - Inverno 2011;Blu;Donna;PayPal;3;Maglieria;Abbigliamento
610;1;31/01/2011;03/02/2011;ES;Ba;Barcelona;732,5;850;883;3;-1;6337;273;390;195;50;1;68;DUVETICA;Autunno - Inverno 2011;Grigio scuro;Donna;Carta di Credito;3;Capispalla;Abbigliamento
610;1;31/01/2011;03/02/2011;ES;Ba;Barcelona;732,5;850;883;3;-1;7432;303;433;217;50;1;67;DUVETICA;Autunno - Inverno 2011;Corda;Donna;Carta di Credito;3;Capispalla;Abbigliamento
610;1;31/01/2011;03/02/2011;ES;Ba;Barcelona;732,5;850;883;3;-1;6317;303;433;217;50;1;68;DUVETICA;Autunno - Inverno 2011;Nero;Donna;Carta di Credito;3;Capispalla;Abbigliamento
612;1;31/01/2011;14/02/2011;AD;An;Antic Cami Ral n∂ß3 casa Aixas ;57,75;57,75;3370;3;-1;8804;57,75;99;50;50;1;6;AERONAUTICA MILITARE;Autunno - Inverno 2011;Blu medio;Uomo;Carta di Credito;2;Camicie;Abbigliamento
613;1;01/02/2011;10/02/2011;IT;TN;CANAL SAN BOVO;72,33;86,8;3415;4;-1;5160;86,8;124;62;50;1;4;AERONAUTICA MILITARE;Autunno - Inverno 2011;Bianco;Uomo;Bonifico Bancario;2;Maglieria;Abbigliamento
616;1;01/02/2011;04/02/2011;IT;BN;CERRETO SANNITA;200;240;3414;3;-1;3541;240;240;120;50;1;104;HOGAN REBEL;Autunno - Inverno 2011;Beige -Verde -Blu;Uomo;Contrassegno;10;Sneakers;Calzature
618;1;01/02/2011;03/02/2011;IT;BR;FRANCAVILLA FONTANA;102,5;123;1206;3;-1;8517;123;175;88;50;1;529;JECKERSON;Autunno - Inverno 2011;Ghiaccio;Uomo;Contrassegno;2;Pantaloni;Abbigliamento
619;1;01/02/2011;03/02/2011;IT;FG;VIESTE;200;240;3433;3;-1;3545;240;240;120;50;1;108;HOGAN REBEL;Autunno - Inverno 2011;Beige -Verde -Blu;Uomo;PayPal;10;Sneakers;Calzature
620;1;02/02/2011;07/02/2011;IT;SO;SONDRIO;186,67;224;3441;3;-1;6049;224;320;160;50;1;103;SANTONI;Autunno - Inverno 2011;Blu medio;Uomo;Contrassegno;10;Stivali;Calzature
621;1;02/02/2011;04/02/2011;IT;BA;ACQUAVIVA DELLE FONTI;200;240;3422;3;-1;2724;240;240;120;50;1;101;HOGAN;Autunno - Inverno 2011;Grigio;Uomo;Contrassegno;10;Sneakers;Calzature
624;1;03/02/2011;07/02/2011;IT;SA;PAGANI;166,25;199,5;3413;3;-1;6198;199,5;285;143;50;1;32;HETREGO';Autunno - Inverno 2011;Blu medio;Uomo;Contrassegno;2;Capispalla;Abbigliamento
625;1;03/02/2011;07/02/2011;IT;to;torino;102,5;123;3457;3;-1;8518;123;175;88;50;1;28;JECKERSON;Autunno - Inverno 2011;Ghiaccio;Uomo;Carta di Credito;2;Pantaloni;Abbigliamento
635;1;04/02/2011;07/02/2011;IT;CZ;CATANZARO;344,17;413;3410;4;-1;6253;413;590;295;50;1;67;HOGAN;Autunno - Inverno 2011;Verde acido;Donna;Contrassegno;3;Capispalla;Abbigliamento
636;1;04/02/2011;07/02/2011;IT;KR;ROCCABERNARDA;460,83;553;2244;3;-1;9474;553;790;395;50;1;6;FAY;Autunno - Inverno 2011;Azzurro;Uomo;PayPal;2;Capispalla;Abbigliamento
638;1;04/02/2011;07/02/2011;IT;VT;ORTE;150,25;180,3;3479;3;-1;5961;182;260;130;50;1;31;ETRO;Autunno - Inverno 2011;Grigio;Uomo;PayPal;2;Pantaloni;Abbigliamento
644;1;05/02/2011;10/02/2011;IT;ag;agrigento;87,5;105;3492;3;-1;7704;105;150;75;50;1;105;DIADORA;Autunno - Inverno 2011;Grigio - Nero;Uomo;Contrassegno;10;Sneakers;Calzature
645;1;05/02/2011;09/02/2011;IT;TE;TERAMO;112;134,4;3173;3;-1;5858;134,4;192;96;50;1;440;SIVIGLIA WHITE;Autunno - Inverno 2011;Blu scuro;Uomo;Carta di Credito;2;Pantaloni;Abbigliamento
646;1;05/02/2011;09/02/2011;IT;MI;MILANO;159,17;191;3497;3;-1;10922;191;191;191;0;0;30;ACQUA DI PARMA;Autunno - Inverno 2011;No Color;Uomo;Carta di Credito;;Borsoni;Borse
647;1;06/02/2011;08/02/2011;IT;BA;ACQUAVIVA DELLE FONTI;75,83;91;3422;3;-1;6652;91;130;65;50;1;6;FRED PERRY;Autunno - Inverno 2011;Grigio medio;Uomo;PayPal;2;Maglieria;Abbigliamento
648;1;07/02/2011;09/02/2011;IT;CR;VESCOVATO;131,25;157,5;3510;3;-1;8822;157,5;225;113;50;1;5;CLUB DES SPORTS;Autunno - Inverno 2011;Nero - Grigio;Uomo;PayPal;2;Capispalla;Abbigliamento
652;1;07/02/2011;09/02/2011;IT;FG;VIESTE;137,08;164,5;3433;3;-1;7577;164,5;235;118;50;1;438;BORRELLI;Autunno - Inverno 2011;Denim scuro;Uomo;PayPal;2;Jeans;Abbigliamento
653;1;07/02/2011;09/02/2011;IT;BG;SERIATE;80,42;96,5;990;4;-1;8429;96,5;193;97;50;1;624;ASPESI;Autunno - Inverno 2011;Viola Scuro;Junior Girl;PayPal;18;Capispalla;Abbigliamento
658;1;08/02/2011;10/02/2011;IT;SA;SALERNO;52,5;63;3532;4;-1;8228;63;90;45;50;1;3;FIX DESIGN;Autunno - Inverno 2011;Panna;Uomo;PayPal;2;Maglieria;Abbigliamento
663;1;09/02/2011;14/02/2011;HK;Ko;Kowloon;230,83;230,83;1936;4;-1;5526;230,83;395;198;50;1;29;DUVETICA;Autunno - Inverno 2011;Nero;Uomo;Carta di Credito;2;Capispalla;Abbigliamento
666;1;10/02/2011;15/02/2011;IT;SS;ALGHERO;109,08;130,9;3564;4;-1;9227;130,9;187;94;50;1;628;SANTONI;Autunno - Inverno 2011;Nero;Junior Boy;Contrassegno;18;Sneakers;Calzature
668;1;10/02/2011;14/02/2011;IT;FG;VIESTE;547,75;657,3;3433;3;-1;10040;385;550;275;50;1;29;MALO;Autunno - Inverno 2011;Grigio melange;Uomo;PayPal;2;Maglieria;Abbigliamento
668;1;10/02/2011;14/02/2011;IT;FG;VIESTE;547,75;657,3;3433;3;-1;5971;140;200;200;0;0;5;CUCINELLI;Autunno - Inverno 2011;Blu scuro;Uomo;PayPal;42;Cappelli;Accessori
668;1;10/02/2011;14/02/2011;IT;FG;VIESTE;547,75;657,3;3433;3;-1;7596;132,3;189;95;50;1;438;CARLO CHIONNA;Autunno - Inverno 2011;Denim;Uomo;PayPal;2;Jeans;Abbigliamento
669;1;10/02/2011;18/02/2011;BE;An;Mol;262,5;315;3567;4;-1;11782;315;450;225;50;1;556;GUNEX;Autunno - Inverno 2011;Grigio chiaro;Donna;Bonifico Bancario;3;Pantaloni;Abbigliamento
670;1;10/02/2011;14/02/2011;IT;BN;CERRETO SANNITA;87,5;105;3414;3;-1;7713;105;150;75;50;1;105;DIADORA;Autunno - Inverno 2011;Viola Scuro;Uomo;Contrassegno;10;Sneakers;Calzature
672;1;10/02/2011;14/02/2011;CH;Zu;Uitikon;186,67;186,67;3517;4;-1;11733;186,67;320;160;50;1;65;GUNEX;Autunno - Inverno 2011;Grigio scuro;Donna;PayPal;3;Gonne;Abbigliamento
673;1;10/02/2011;14/02/2011;IT;CS;ROSSANO;53,33;64;3020;3;-1;5174;64;92;46;50;1;3;AERONAUTICA MILITARE;Autunno - Inverno 2011;Blu medio;Uomo;Contrassegno;2;Maglieria;Abbigliamento
675;1;10/02/2011;17/02/2011;CH;_;Commugny;256,67;256,67;3579;4;-1;11616;99,17;170;85;50;1;4;RIVAMONTI;Autunno - Inverno 2011;Grigio scuro;Donna;Bonifico Bancario;3;Maglieria;Abbigliamento
675;1;10/02/2011;17/02/2011;CH;_;Commugny;256,67;256,67;3579;4;-1;10944;157,5;189;189;0;0;30;FABIANA FILIPPI;Autunno - Inverno 2011;Beige-Grigio;Donna;Bonifico Bancario;3;Sciarpe e Foulard;Accessori
676;1;10/02/2011;15/02/2011;IT;PC;PIACENZA;84;100,8;3578;3;-1;7838;100,8;144;72;50;1;4;JAGGY;Autunno - Inverno 2011;Grigio;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
679;1;14/02/2011;15/02/2011;IT;BA;BARLETTA;92,17;110,6;3277;3;-1;7254;110,6;158;79;50;1;30;ROY ROGERS;Autunno - Inverno 2011;Denim scuro;Uomo;PayPal;2;Jeans;Abbigliamento
680;1;14/02/2011;18/02/2011;IT;BA;BARI;124,83;149,8;3061;3;-1;10003;74,9;107;54;50;1;4;FRED PERRY;Autunno - Inverno 2011;Bianco;Uomo;Carta di Credito;2;Camicie;Abbigliamento
680;1;14/02/2011;18/02/2011;IT;BA;BARI;124,83;149,8;3061;3;-1;10007;74,9;107;54;50;1;4;FRED PERRY;Autunno - Inverno 2011;Blu scuro;Uomo;Carta di Credito;2;Camicie;Abbigliamento
681;1;14/02/2011;16/02/2011;IT;NA;NAPOLI;505,25;606,3;3461;3;-1;6048;224;320;160;50;1;102;SANTONI;Autunno - Inverno 2011;Blu medio;Uomo;Contrassegno;10;Stivali;Calzature
681;1;14/02/2011;16/02/2011;IT;NA;NAPOLI;505,25;606,3;3461;3;-1;2927;197,5;395;198;50;1;29;CUCINELLI;Autunno - Inverno 2011;Beige;Uomo;Contrassegno;2;Maglieria;Abbigliamento
681;1;14/02/2011;16/02/2011;IT;NA;NAPOLI;505,25;606,3;3461;3;-1;7834;100,8;144;72;50;1;4;JAGGY;Autunno - Inverno 2011;Blu notte;Uomo;Contrassegno;2;Maglieria;Abbigliamento
681;1;14/02/2011;16/02/2011;IT;NA;NAPOLI;505,25;606,3;3461;3;-1;5237;84;120;60;50;1;4;SUN 68;Autunno - Inverno 2011;Panna;Uomo;Contrassegno;2;Maglieria;Abbigliamento
682;1;14/02/2011;17/02/2011;IT;SR;AVOLA;64,17;77;3625;4;-1;5666;77;110;55;50;1;5;BURBERRY;Autunno - Inverno 2011;Nero;Uomo;Contrassegno;2;Maglieria;Abbigliamento
684;1;14/02/2011;17/02/2011;IT;fr;frosinone;93,33;112;3632;3;-1;6678;112;160;80;50;1;28;2 MEN;Autunno - Inverno 2011;Denim chiaro;Uomo;Contrassegno;2;Jeans;Abbigliamento
690;1;15/02/2011;07/03/2011;CZ;ok;Velka Dobra;520;624;2838;4;-1;6109;487;695;348;50;1;7;BURBERRY;Autunno - Inverno 2011;Blu medio;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
690;1;15/02/2011;07/03/2011;CZ;ok;Velka Dobra;520;624;2838;4;-1;4978;49;70;35;50;1;4;FIX DESIGN;Autunno - Inverno 2011;Grigio;Donna;Bonifico Bancario;3;Abiti;Abbigliamento
690;1;15/02/2011;07/03/2011;CZ;ok;Velka Dobra;520;624;2838;4;-1;7560;88;125;63;50;1;7;BURBERRY;Autunno - Inverno 2011;Nero;Uomo;Bonifico Bancario;2;Maglieria;Abbigliamento
691;1;16/02/2011;22/02/2011;US;Ca;Cupertino;87,5;87,5;3644;3;-1;7703;87,5;150;75;50;1;104;DIADORA;Autunno - Inverno 2011;Grigio - Nero;Uomo;Carta di Credito;10;Sneakers;Calzature
692;1;16/02/2011;18/02/2011;IT;SS;ALGHERO;110,25;132,3;3564;4;-1;9239;132,3;189;95;50;1;628;SANTONI;Autunno - Inverno 2011;Avio;Junior Boy;PayPal;18;Sneakers;Calzature
694;1;16/02/2011;17/02/2011;IT;VI;NOVENTA VICENTINA;57,5;69;3137;3;-1;8811;69;98;49;50;1;5;AERONAUTICA MILITARE;Autunno - Inverno 2011;Bianco;Uomo;PayPal;2;Camicie;Abbigliamento
698;1;17/02/2011;22/02/2011;IT;CE;MACERATA CAMPANIA;46,67;56;3656;3;-1;10748;56;80;80;0;0;30;PAUL SMITH;Autunno - Inverno 2011;Multicolor;Uomo;Contrassegno;42;Cappelli;Accessori
699;1;18/02/2011;28/02/2011;IT;FR;FROSINONE;93,33;112;2140;3;-1;6677;112;160;80;50;1;529;2 MEN;Autunno - Inverno 2011;Denim chiaro;Uomo;Contrassegno;2;Jeans;Abbigliamento
700;1;18/02/2011;24/02/2011;IT;CA;QUARTU SANT'ELENA;200;240;3654;3;-1;10235;240;240;120;50;1;102;HOGAN;Primavera - Estate 2011;Grigio - Bianco;Uomo;PayPal;10;Sneakers;Calzature
702;1;21/02/2011;22/02/2011;IT;RM;ROMA;216,67;260;3706;3;-1;2695;260;260;130;50;1;104;TOD'S;Autunno - Inverno 2011;Marrone;Uomo;PayPal;10;Polacco;Calzature
703;1;21/02/2011;23/02/2011;IT;AS;SAN BENEDETTO DEL TRONTO;100,33;120,4;3713;3;-1;7844;120,4;172;86;50;1;6;FRED PERRY;Autunno - Inverno 2011;Blu scuro;Uomo;Contrassegno;2;Maglieria;Abbigliamento
705;1;22/02/2011;24/02/2011;IT;MT;STIGLIANO;47,25;56,7;3662;4;-1;11539;56,7;81;41;50;1;606;BURBERRY;Autunno - Inverno 2011;Grigio;Baby Boy;PayPal;17;Tutine;Abbigliamento
706;1;23/02/2011;25/02/2011;IT;BS;URAGO MELLA;208,33;250;793;4;-1;13565;250;250;125;50;1;84;HOGAN;Primavera - Estate 2011;Grigio chiaro;Donna;Contrassegno;9;Sneakers;Calzature
707;1;23/02/2011;24/02/2011;IT;CR;PERSICO DOSIMO;64,17;77;1297;3;-1;5666;77;110;55;50;1;5;BURBERRY;Autunno - Inverno 2011;Nero;Uomo;PayPal;2;Maglieria;Abbigliamento
708;1;24/02/2011;02/03/2011;IT;TO;VALPERGA;21,67;26;3743;3;-1;5204;26;26;26;0;0;30;FRECCE TRICOLORI;Autunno - Inverno 2011;Bianco;Uomo;Bonifico Bancario;42;Cappelli;Accessori
710;1;25/02/2011;01/03/2011;IT;TO;POIRINO;133,33;26,67;3761;4;-1;14676;133,33;160;80;50;1;623;HOGAN;Primavera - Estate 2011;Grigio-Argento;Junior Girl;PayPal;18;Sneakers;Calzature
711;1;25/02/2011;03/03/2011;AE;Du;Dubai;264,17;264,17;2091;4;-1;15774;287,5;350;350;0;0;30;ETRO;Primavera - Estate 2011;Etro cashmere-Camel;Donna;PayPal;44;Shopper;Borse
713;1;26/02/2011;01/03/2011;IT;AN;CASTELFIDARDO;108,33;130;3772;4;-1;14965;130;130;65;50;1;6;BURBERRY;Primavera - Estate 2011;Nero;Donna;PayPal;3;Maglieria;Abbigliamento
714;1;26/02/2011;16/03/2011;IT;VV;VIBO VALENTIA;91,67;110;2003;4;-1;14686;110;110;55;50;1;615;HOGAN;Primavera - Estate 2011;Rosa;Kids Girl;Contrassegno;16;Sneakers;Calzature
715;1;28/02/2011;02/03/2011;IT;PZ;RIONERO IN VULTURE;191,67;230;3785;3;-1;7632;230;230;115;50;1;105;HOGAN REBEL;Autunno - Inverno 2011;Grigio;Uomo;Contrassegno;10;Polacco;Calzature
716;1;28/02/2011;02/03/2011;IT;BS;LONATO;165,83;199;3792;4;-1;15775;199;485;243;50;1;30;MAJARS;Autunno - Inverno 2011;Nero;Uomo;Contrassegno;2;Capispalla;Abbigliamento
717;1;28/02/2011;03/03/2011;DE;Ba;Brunnthal;200;240;3797;3;-1;3668;240;240;120;50;1;108;HOGAN;Autunno - Inverno 2011;Nero;Uomo;PayPal;10;Sneakers;Calzature
719;1;28/02/2011;02/03/2011;IT;CS;CASTROLIBERO;75;90;3536;3;-1;7726;90;150;75;50;1;109;DIADORA;Autunno - Inverno 2011;Bluette;Uomo;PayPal;10;Sneakers;Calzature
720;1;01/03/2011;07/03/2011;IT;CA;SESTU;237,5;285;3805;3;-1;12462;285;285;143;50;1;100;SANTONI;Primavera - Estate 2011;Blu - Azzurro;Uomo;Contrassegno;10;Sneakers;Calzature
721;1;01/03/2011;03/03/2011;IT;CT;CATANIA;112,5;135;3809;3;-1;12532;135;135;54;60;1;30;ETRO;Primavera - Estate 2011;Viola - Bianco;Uomo;Contrassegno;2;Camicie;Abbigliamento
723;1;01/03/2011;04/03/2011;IT;BL;PIEVE DI CADORE;383,33;460;3569;3;-1;12523;220;220;88;60;1;29;ETRO;Primavera - Estate 2011;Bianco - Azzurro;Uomo;PayPal;2;Camicie;Abbigliamento
723;1;01/03/2011;04/03/2011;IT;BL;PIEVE DI CADORE;383,33;460;3569;3;-1;15338;240;240;96;60;1;28;CUCINELLI;Primavera - Estate 2011;Beige;Uomo;PayPal;2;Maglieria;Abbigliamento
724;1;01/03/2011;04/03/2011;FR;Al;ROTHAU;329,17;395;3813;4;-1;18342;395;395;395;0;0;30;BURBERRY;Autunno - Inverno 2011;Classic Check;Uomo;PayPal;24;Shopper;Borse
725;1;01/03/2011;03/03/2011;IT;RA;RAVENNA;75;90;3763;4;-1;7709;90;150;75;50;1;101;DIADORA;Autunno - Inverno 2011;Viola Scuro;Uomo;Contrassegno;10;Sneakers;Calzature
726;1;01/03/2011;03/03/2011;IT;RE;CASTELNOVO DI SOTTO;55;66;2743;3;-1;5667;66;110;55;50;1;6;BURBERRY;Autunno - Inverno 2011;Nero;Uomo;PayPal;2;Maglieria;Abbigliamento
729;1;01/03/2011;03/03/2011;IT;CO;MARIANO COMENSE;285;342;1543;3;-1;5973;120;200;200;0;0;5;CUCINELLI;Autunno - Inverno 2011;Grigio;Uomo;PayPal;42;Cappelli;Accessori
729;1;01/03/2011;03/03/2011;IT;CO;MARIANO COMENSE;285;342;1543;3;-1;4354;222;370;370;0;0;30;CUCINELLI;Autunno - Inverno 2011;Grigio - Verde;Uomo;PayPal;2;Sciarpe e Foulard;Accessori
730;1;02/03/2011;07/03/2011;IT;CB;CAMPOBASSO;65;78;781;3;-1;9413;78;130;65;50;1;4;FRED PERRY;Autunno - Inverno 2011;Grigio scuro;Uomo;PayPal;2;Maglieria;Abbigliamento
731;1;02/03/2011;04/03/2011;IT;PA;PARTINICO;85;102;2583;4;-1;11606;102;170;85;50;1;2;RIVAMONTI;Autunno - Inverno 2011;Blu;Donna;Contrassegno;3;Maglieria;Abbigliamento
732;1;02/03/2011;14/03/2011;IT;SS;OSILO;286,67;344;3749;3;-1;15250;89;89;45;50;1;4;AERONAUTICA MILITARE;Primavera - Estate 2011;Grigio scuro;Uomo;Contrassegno;2;Polo;Abbigliamento
732;1;02/03/2011;14/03/2011;IT;SS;OSILO;286,67;344;3749;3;-1;15275;65;65;33;50;1;4;AERONAUTICA MILITARE;Primavera - Estate 2011;Avio;Uomo;Contrassegno;2;T-Shirt;Abbigliamento
732;1;02/03/2011;14/03/2011;IT;SS;OSILO;286,67;344;3749;3;-1;14857;190;190;95;50;1;66;AERONAUTICA MILITARE;Primavera - Estate 2011;Tortora;Donna;Contrassegno;3;Capispalla;Abbigliamento
