IdOrdine;IdCorriere;DataOrdine;DataConsegna;CodStatoFattura;CodProvinciaFattura;ComuneFatturazione;TotaleImponibileFattura;TotaleConIva;IdCliente;Sesso;Quantita;IdMagazzino;PrezzoVendita;PrezzoPieno;PrezzoScontato;Sconto;Outlet;IdTaglia2;NomeDes;LinguaCollezione;LinguaColore;NomeSes;PagamentoOrdine;IdGruppoTaglie;NomeCat;NomeMac
438;1;05/01/2011;12/01/2011;IT;UD;UDINE;1090,83;1309;2689;4;-1;11787;539;770;385;50;1;3;FAY;Autunno - Inverno 2011;Grigio;Donna;Bonifico Bancario;3;Capispalla;Abbigliamento
440;1;05/01/2011;11/01/2011;IT;LU;VIAREGGIO;131,25;157,5;1697;3;-1;3524;157,5;225;113;50;1;4;CLUB DES SPORTS;Autunno - Inverno 2011;Blu - Rosso;Uomo;PayPal;2;Capispalla;Abbigliamento
441;1;05/01/2011;11/01/2011;IT;VT;ACQUAPENDENTE;641,67;770;2880;4;-1;5425;770;1100;550;50;1;5;FAY;Autunno - Inverno 2011;Nero;Donna;PayPal;3;Capispalla;Abbigliamento
445;1;06/01/2011;11/01/2011;IT;CE;CAPUA;460,83;553;2901;3;-1;9456;553;790;395;50;1;4;FAY;Autunno - Inverno 2011;Nero;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
447;1;06/01/2011;12/01/2011;JP;;izumi;388,5;388,5;2903;3;-1;5508;194,25;333;167;50;1;28;DUVETICA;Autunno - Inverno 2011;Blu medio;Uomo;Carta di Credito;2;Capispalla;Abbigliamento
447;1;06/01/2011;12/01/2011;JP;;izumi;388,5;388,5;2903;3;-1;5509;194,25;333;167;50;1;29;DUVETICA;Autunno - Inverno 2011;Blu medio;Uomo;Carta di Credito;2;Capispalla;Abbigliamento
451;1;06/01/2011;11/01/2011;IT;FR;FROSINONE;122,5;147;2140;3;-1;10010;77;110;55;50;1;3;SUN 68;Autunno - Inverno 2011;Grigio - Blu;Uomo;PayPal;2;Maglieria;Abbigliamento
451;1;06/01/2011;11/01/2011;IT;FR;FROSINONE;122,5;147;2140;3;-1;5226;70;100;50;50;1;3;SUN 68;Autunno - Inverno 2011;Grigio;Uomo;PayPal;2;Maglieria;Abbigliamento
453;1;06/01/2011;11/01/2011;IT;SS;SASSARI;285,83;343;2904;3;-1;6022;185,5;265;133;50;1;103;SANTONI;Autunno - Inverno 2011;Blu - Azzurro;Uomo;Carta di Credito;10;Sneakers;Calzature
453;1;06/01/2011;11/01/2011;IT;SS;SASSARI;285,83;343;2904;3;-1;8159;157,5;315;158;50;1;6;ETRO;Autunno - Inverno 2011;Viola Scuro;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
454;1;06/01/2011;11/01/2011;IT;SS;SASSARI;172,08;206,5;2892;3;-1;6029;206,5;295;148;50;1;101;SANTONI;Autunno - Inverno 2011;Nero;Uomo;Contrassegno;10;Sneakers;Calzature
455;1;06/01/2011;12/01/2011;HK;Ho;Hong Kong;345;345;2656;4;-1;8364;345;690;345;50;1;5;HOGAN;Autunno - Inverno 2011;Nero;Uomo;Carta di Credito;2;Capispalla;Abbigliamento
456;1;06/01/2011;11/01/2011;IT;PD;PADOVA;500,5;600,6;2898;3;-1;4659;112;160;80;50;1;434;CAVALLERIA TOSCANA;Autunno - Inverno 2011;Blu scuro;Uomo;PayPal;2;Pantaloni;Abbigliamento
456;1;06/01/2011;11/01/2011;IT;PD;PADOVA;500,5;600,6;2898;3;-1;9497;488,6;698;349;50;1;3;FAY;Autunno - Inverno 2011;Blu notte;Uomo;PayPal;2;Capispalla;Abbigliamento
457;1;06/01/2011;12/01/2011;CA;On;Toronto;89,83;89,83;1342;4;-1;2853;89,83;154;77;50;1;5;AERONAUTICA MILITARE;Autunno - Inverno 2011;Blu;Uomo;PayPal;2;Maglieria;Abbigliamento
458;1;06/01/2011;12/01/2011;IT;TN;TRENTO;108,33;130;2546;4;-1;10543;130;162;81;50;1;609;BURBERRY;Autunno - Inverno 2011;Panna;Baby Girl;Contrassegno;17;Maglieria;Abbigliamento
459;1;07/01/2011;14/01/2011;ES;BA;BARCELONA;827,75;993,3;883;3;-1;6324;331,1;473;237;50;1;66;DUVETICA;Autunno - Inverno 2011;Blu scuro;Donna;Carta di Credito;3;Capispalla;Abbigliamento
459;1;07/01/2011;14/01/2011;ES;BA;BARCELONA;827,75;993,3;883;3;-1;6333;331,1;473;237;50;1;67;DUVETICA;Autunno - Inverno 2011;Nero;Donna;Carta di Credito;3;Capispalla;Abbigliamento
459;1;07/01/2011;14/01/2011;ES;BA;BARCELONA;827,75;993,3;883;3;-1;6334;331,1;473;237;50;1;68;DUVETICA;Autunno - Inverno 2011;Nero;Donna;Carta di Credito;3;Capispalla;Abbigliamento
460;1;07/01/2011;11/01/2011;IT;AG;PORTO EMPEDOCLE;641,67;770;2855;4;-1;5423;770;1100;550;50;1;3;FAY;Autunno - Inverno 2011;Nero;Donna;PayPal;3;Capispalla;Abbigliamento
462;1;07/01/2011;11/01/2011;IT;AQ;L'AQUILA;98,58;118,3;2819;3;-1;11809;118,3;169;85;50;1;434;9.2;Autunno - Inverno 2011;Denim;Uomo;Carta di Credito;2;Jeans;Abbigliamento
463;1;07/01/2011;13/01/2011;IT;AG;RAVANUSA;47,5;57;180;4;-1;8121;57;82;41;50;1;624;BURBERRY;Autunno - Inverno 2011;Blu scuro;Junior Boy;Contrassegno;18;Maglieria;Abbigliamento
464;1;07/01/2011;14/01/2011;IT;BG;BONATE SOTTO;64,17;77;2830;4;-1;5654;77;110;55;50;1;5;BURBERRY;Autunno - Inverno 2011;Grigio;Uomo;Contrassegno;2;Maglieria;Abbigliamento
465;1;07/01/2011;13/01/2011;IT;TA;TARANTO;160,42;192,5;2707;3;-1;5720;192,5;275;138;50;1;5;BURBERRY;Autunno - Inverno 2011;Blu scuro;Uomo;PayPal;2;Maglieria;Abbigliamento
466;1;07/01/2011;16/01/2011;HR;HR;ZAGREB;347,08;347,08;2714;4;-1;6319;347,08;595;298;50;1;67;DUVETICA;Autunno - Inverno 2011;Nero;Donna;PayPal;3;Capispalla;Abbigliamento
467;1;07/01/2011;14/01/2011;IT;CE;AVERSA;303,33;364;2925;3;-1;2959;364;520;260;50;1;8;FAY;Autunno - Inverno 2011;Nero;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
468;1;07/01/2011;12/01/2011;IT;NA;NAPOLI;303,33;364;1102;3;-1;9464;364;520;260;50;1;7;FAY;Autunno - Inverno 2011;Blu scuro;Uomo;Contrassegno;2;Capispalla;Abbigliamento
470;1;07/01/2011;20/01/2011;FR;;courchevel;347,08;416,5;2891;4;-1;6318;416,5;595;298;50;1;66;DUVETICA;Autunno - Inverno 2011;Nero;Donna;Carta di Credito;3;Capispalla;Abbigliamento
473;1;07/01/2011;12/01/2011;IT;BA;MOLFETTA;415;498;2362;4;-1;9392;247,5;495;248;50;1;2;BURBERRY;Autunno - Inverno 2011;Panna;Donna;Carta di Credito;3;Capispalla;Abbigliamento
473;1;07/01/2011;12/01/2011;IT;BA;MOLFETTA;415;498;2362;4;-1;11615;170;170;85;50;1;3;RIVAMONTI;Autunno - Inverno 2011;Grigio scuro;Donna;Carta di Credito;3;Maglieria;Abbigliamento
473;1;07/01/2011;12/01/2011;IT;BA;MOLFETTA;415;498;2362;4;-1;7382;80,5;115;58;50;1;553;ROY ROGERS;Autunno - Inverno 2011;Grigio;Donna;Carta di Credito;3;Jeans;Abbigliamento
474;1;07/01/2011;26/01/2011;IT;PZ;MELFI;262,5;315;2940;3;-1;7901;203;290;145;50;1;29;KANGRA;Autunno - Inverno 2011;Verde;Uomo;Contrassegno;2;Maglieria;Abbigliamento
474;1;07/01/2011;26/01/2011;IT;PZ;MELFI;262,5;315;2940;3;-1;10035;112;160;80;50;1;30;ROY ROGERS;Autunno - Inverno 2011;Denim;Uomo;Contrassegno;2;Jeans;Abbigliamento
475;1;07/01/2011;12/01/2011;IT;RG;RAGUSA;104,17;125;2945;3;-1;10741;125;125;63;50;1;5;BURBERRY;Autunno - Inverno 2011;Celeste;Uomo;PayPal;2;Camicie;Abbigliamento
476;1;07/01/2011;12/01/2011;IT;BR;FRANCAVILLA FONTANA;154,58;185,5;1206;3;-1;6009;185,5;265;133;50;1;99;SANTONI;Autunno - Inverno 2011;Marrone - Azzurro;Uomo;Contrassegno;10;Sneakers;Calzature
477;1;07/01/2011;12/01/2011;IT;SV;ALASSIO;81,5;97,8;2909;4;-1;7214;51,8;74;37;50;1;617;FRED PERRY;Autunno - Inverno 2011;Grigio;Kids Boy;PayPal;16;Maglieria;Abbigliamento
477;1;07/01/2011;12/01/2011;IT;SV;ALASSIO;81,5;97,8;2909;4;-1;11810;46;65;33;50;1;617;BURBERRY;Autunno - Inverno 2011;Blu scuro;Kids Boy;PayPal;16;Maglieria;Abbigliamento
478;1;08/01/2011;14/01/2011;JP;Ai;Nagoya;347,08;347,08;1768;4;-1;6320;347,08;595;298;50;1;68;DUVETICA;Autunno - Inverno 2011;Nero;Donna;PayPal;3;Capispalla;Abbigliamento
479;1;08/01/2011;12/01/2011;IT;FC;CESENA;221,67;266;2962;3;-1;6323;266;380;190;50;1;68;DUVETICA;Autunno - Inverno 2011;Blu scuro;Donna;PayPal;3;Capispalla;Abbigliamento
481;1;08/01/2011;12/01/2011;IT;PZ;FRANCAVILLA IN SINNI;154,58;185,5;2210;3;-1;6004;185,5;265;133;50;1;107;SANTONI;Autunno - Inverno 2011;Nero;Uomo;Contrassegno;10;Sneakers;Calzature
482;1;08/01/2011;12/01/2011;GB;En;London;247,5;297;2831;4;-1;11754;297;424;212;50;1;617;FAY;Autunno - Inverno 2011;Blu scuro;Kids Boy;PayPal;16;Capispalla;Abbigliamento
484;1;08/01/2011;14/01/2011;IT;GE;GENOVA;47,5;57;1996;3;-1;5607;77;110;55;50;1;7;SUN 68;Autunno - Inverno 2011;Grigio - Viola;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
486;1;09/01/2011;12/01/2011;IT;CR;CREMONA;227,5;273;2991;4;-1;6336;273;390;195;50;1;67;DUVETICA;Autunno - Inverno 2011;Grigio scuro;Donna;PayPal;3;Capispalla;Abbigliamento
488;1;09/01/2011;14/01/2011;FI;;Helsinki;194,17;233;2995;3;-1;5511;233;333;167;50;1;31;DUVETICA;Autunno - Inverno 2011;Blu medio;Uomo;Carta di Credito;2;Capispalla;Abbigliamento
489;1;09/01/2011;11/01/2011;IT;SP;SARZANA;96,25;115,5;2998;3;-1;7993;115,5;165;83;50;1;434;THINPLE;Autunno - Inverno 2011;Grigio medio;Uomo;Carta di Credito;2;Pantaloni;Abbigliamento
490;1;09/01/2011;12/01/2011;IT;CH;CASALBORDINO;154;184,8;3001;4;-1;10005;74,9;107;54;50;1;6;FRED PERRY;Autunno - Inverno 2011;Bianco;Uomo;Contrassegno;2;Camicie;Abbigliamento
490;1;09/01/2011;12/01/2011;IT;CH;CASALBORDINO;154;184,8;3001;4;-1;8830;109,9;157;79;50;1;6;FRED PERRY;Autunno - Inverno 2011;Grigio scuro;Uomo;Contrassegno;2;Maglieria;Abbigliamento
492;1;10/01/2011;12/01/2011;IT;FG;FOGGIA;160,42;192,5;2924;3;-1;5726;192,5;275;138;50;1;5;BURBERRY;Autunno - Inverno 2011;Nero;Uomo;Contrassegno;2;Maglieria;Abbigliamento
493;1;10/01/2011;16/01/2011;IT;AG;RAVANUSA;73,33;88;2948;3;-1;7560;88;125;63;50;1;7;BURBERRY;Autunno - Inverno 2011;Nero;Uomo;Contrassegno;2;Maglieria;Abbigliamento
495;1;10/01/2011;12/01/2011;IT;TA;TARANTO;250,83;301;3022;4;-1;3315;157,5;225;113;50;1;4;ETRO;Autunno - Inverno 2011;Multicolor;Uomo;PayPal;2;Maglieria;Abbigliamento
495;1;10/01/2011;12/01/2011;IT;TA;TARANTO;250,83;301;3022;4;-1;4245;143,5;205;103;50;1;4;ETRO;Autunno - Inverno 2011;Viola Scuro;Uomo;PayPal;2;Maglieria;Abbigliamento
496;1;10/01/2011;12/01/2011;IT;LT;LATINA;103,83;124,6;2466;3;-1;6701;124,6;178;89;50;1;438;2 MEN;Autunno - Inverno 2011;Denim scuro;Uomo;Contrassegno;2;Jeans;Abbigliamento
499;1;10/01/2011;18/01/2011;CZ;ok;Velka Dobra;282,92;339,5;2838;4;-1;6467;147;210;105;50;1;32;JECKERSON;Autunno - Inverno 2011;Denim;Uomo;Bonifico Bancario;2;Jeans;Abbigliamento
499;1;10/01/2011;18/01/2011;CZ;ok;Velka Dobra;282,92;339,5;2838;4;-1;5711;192,5;275;138;50;1;8;BURBERRY;Autunno - Inverno 2011;Grigio scuro;Uomo;Bonifico Bancario;2;Maglieria;Abbigliamento
500;1;10/01/2011;14/01/2011;IT;CS;ROSSANO;65,92;79,1;3020;3;-1;8806;79,1;113;57;50;1;4;AERONAUTICA MILITARE;Autunno - Inverno 2011;Grigio;Uomo;Contrassegno;2;Camicie;Abbigliamento
501;1;11/01/2011;14/01/2011;IT;MI;MILANO;91;109,2;3013;3;-1;11053;109,2;156;78;50;1;434;9.2;Autunno - Inverno 2011;Grigio - Verde;Uomo;Carta di Credito;2;Pantaloni;Abbigliamento
502;1;11/01/2011;14/01/2011;IT;MI;MONZA;64,17;77;3038;4;-1;3960;77;110;55;50;1;3;SUN 68;Autunno - Inverno 2011;Grigio;Donna;PayPal;3;Maglieria;Abbigliamento
505;1;11/01/2011;14/01/2011;IT;VV;VIBO VALENTIA;157,5;189;3029;3;-1;10647;189;270;135;50;1;103;SANTONI;Autunno - Inverno 2011;Blu;Uomo;Contrassegno;10;Stringate;Calzature
510;1;12/01/2011;18/01/2011;IT;Mi;Milano;137,5;165;3067;3;-1;8369;165;180;90;50;0;30;ETRO;Autunno - Inverno 2011;Etro cashmere-Camel;Uomo;Carta di Credito;2;Portafogli;Accessori
511;1;12/01/2011;18/01/2011;IT;BA;BARI;62,42;74,9;3061;3;-1;10006;74,9;107;54;50;1;3;FRED PERRY;Autunno - Inverno 2011;Blu scuro;Uomo;Carta di Credito;2;Camicie;Abbigliamento
512;1;12/01/2011;18/01/2011;IT;MI;MILANO;245;294;3063;4;-1;8918;294;420;210;50;1;3;ASPESI;Autunno - Inverno 2011;Blu notte;Donna;Carta di Credito;3;Capispalla;Abbigliamento
513;1;12/01/2011;16/01/2011;IT;KR;ROCCABERNARDA;120;144;2244;3;-1;4247;144;205;103;50;1;6;ETRO;Autunno - Inverno 2011;Viola Scuro;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
514;1;12/01/2011;14/01/2011;IT;TA;MANDURIA;89,25;107,1;955;3;-1;4154;107,1;153;77;50;1;67;ROY ROGERS;Autunno - Inverno 2011;Nero;Donna;Carta di Credito;3;Pantaloni;Abbigliamento
517;1;12/01/2011;16/01/2011;IT;BA;ALTAMURA;40,83;49;2968;4;-1;10775;49;70;35;50;1;4;SUN 68;Autunno - Inverno 2011;Grigio;Donna;Contrassegno;3;Capispalla;Abbigliamento
520;1;13/01/2011;20/01/2011;IT;VV;VIBO VALENTIA;383,83;460,6;3086;3;-1;5996;185,5;265;133;50;1;107;SANTONI;Autunno - Inverno 2011;Avio;Uomo;Contrassegno;10;Sneakers;Calzature
520;1;13/01/2011;20/01/2011;IT;VV;VIBO VALENTIA;383,83;460,6;3086;3;-1;5147;159,6;228;114;50;1;30;AERONAUTICA MILITARE;Autunno - Inverno 2011;Blu notte;Uomo;Contrassegno;2;Capispalla;Abbigliamento
520;1;13/01/2011;20/01/2011;IT;VV;VIBO VALENTIA;383,83;460,6;3086;3;-1;9251;115,5;165;83;50;1;620;SANTONI;Autunno - Inverno 2011;Grigio;Kids Boy;Contrassegno;16;Sneakers;Calzature
521;1;13/01/2011;18/01/2011;IT;FE;FERRARA;460,83;553;3087;3;-1;7029;553;790;395;50;1;5;FAY;Autunno - Inverno 2011;Blu medio;Uomo;PayPal;2;Capispalla;Abbigliamento
523;1;13/01/2011;18/01/2011;IT;MO;CASTELVETRO DI MODENA;95,83;115;3096;4;-1;10949;115;115;115;0;0;30;PUCCI;Autunno - Inverno 2011;Fucsia;Donna;Contrassegno;3;Sciarpe e Foulard;Accessori
524;1;13/01/2011;20/01/2011;US;Ha;Honolulu;145,83;145,83;3081;3;-1;5494;145,83;250;125;50;1;4;ASPESI;Autunno - Inverno 2011;Nero;Uomo;PayPal;2;Capispalla;Abbigliamento
525;1;14/01/2011;18/01/2011;IT;BA;BARI;62,42;74,9;3061;3;-1;10002;74,9;107;54;50;1;3;FRED PERRY;Autunno - Inverno 2011;Bianco;Uomo;Carta di Credito;2;Camicie;Abbigliamento
527;1;14/01/2011;20/01/2011;AE;Du;Dubai ;1278,76;1278,76;2091;4;-1;11658;791,67;950;950;0;0;30;BURBERRY;Autunno - Inverno 2011;Nero;Donna;PayPal;45;Shopper;Borse
527;1;14/01/2011;20/01/2011;AE;Du;Dubai ;1278,76;1278,76;2091;4;-1;11913;140;168;168;0;0;30;ETRO;Autunno - Inverno 2011;Marrone rossiccio;Donna;PayPal;45;Shopper;Borse
527;1;14/01/2011;20/01/2011;AE;Du;Dubai ;1278,76;1278,76;2091;4;-1;11207;61,67;74;74;0;0;30;ETRO;Autunno - Inverno 2011;Blu;Donna;PayPal;3;Portafogli;Accessori
527;1;14/01/2011;20/01/2011;AE;Du;Dubai ;1278,76;1278,76;2091;4;-1;11920;125;150;75;50;1;30;ETRO;Autunno - Inverno 2011;Blu;Donna;PayPal;45;Tracolla;Borse
527;1;14/01/2011;20/01/2011;AE;Du;Dubai ;1278,76;1278,76;2091;4;-1;10772;26,25;45;23;50;1;4;FIX DESIGN;Autunno - Inverno 2011;Grigio;Donna;PayPal;3;Maglieria;Abbigliamento
527;1;14/01/2011;20/01/2011;AE;Du;Dubai ;1278,76;1278,76;2091;4;-1;11991;134,17;230;115;50;1;66;ETRO;Autunno - Inverno 2011;Grigio - Viola;Donna;PayPal;3;Maglieria;Abbigliamento
528;1;14/01/2011;26/01/2011;IT;SS;OLBIA;463,75;556,5;3112;4;-1;3940;556,5;795;398;50;1;67;BURBERRY;Autunno - Inverno 2011;Nero;Donna;PayPal;3;Capispalla;Abbigliamento
531;1;14/01/2011;24/01/2011;IT;MI;SEGRATE;65;78;3106;3;-1;8437;78;155;78;50;0;254;ETRO;Autunno - Inverno 2011;Marrone;Uomo;PayPal;24;Cinture;Accessori
534;1;15/01/2011;21/01/2011;IT;AG;LAMPEDUSA E LINOSA;48,42;58,1;659;4;-1;7173;58,1;83;42;50;1;619;FRED PERRY;Autunno - Inverno 2011;Blu scuro;Kids Boy;Contrassegno;16;Maglieria;Abbigliamento
535;1;15/01/2011;20/01/2011;IT;BA;BARI;38,33;46;466;4;-1;8091;46;65;33;50;1;616;BURBERRY;Autunno - Inverno 2011;Blu scuro;Kids Boy;PayPal;16;Maglieria;Abbigliamento
536;1;15/01/2011;20/01/2011;IT;VI;Noventa Vicentina;38,5;46,2;3137;3;-1;3517;46,2;66;33;50;1;6;AERONAUTICA MILITARE;Autunno - Inverno 2011;Bianco;Uomo;PayPal;2;Maglieria;Abbigliamento
539;1;15/01/2011;20/01/2011;IT;NO;BORGOMANERO;245;294;1855;4;-1;8911;294;420;210;50;1;4;ASPESI;Autunno - Inverno 2011;Nero;Donna;PayPal;3;Capispalla;Abbigliamento
540;1;16/01/2011;20/01/2011;IT;ge;genova;246,75;296,1;3150;3;-1;8670;296,1;423;212;50;1;3;ASPESI;Autunno - Inverno 2011;Blu notte;Uomo;Carta di Credito;2;Capispalla;Abbigliamento
541;1;16/01/2011;20/01/2011;IT;LI;LIVORNO;147;176,4;1799;3;-1;5149;176,4;252;126;50;1;28;AERONAUTICA MILITARE;Autunno - Inverno 2011;Grigio scuro;Uomo;Carta di Credito;2;Capispalla;Abbigliamento
542;1;16/01/2011;20/01/2011;IT;VE;SPINEA;57,5;69;3159;3;-1;2767;69;138;69;50;1;5;AERONAUTICA MILITARE;Autunno - Inverno 2011;Nero;Donna;Bonifico Bancario;3;Maglieria;Abbigliamento
544;1;16/01/2011;20/01/2011;IT;RM;CIVITAVECCHIA;131,25;157,5;3161;4;-1;6686;157,5;225;113;50;1;28;2 MEN;Autunno - Inverno 2011;Denim scuro;Uomo;Carta di Credito;2;Jeans;Abbigliamento
546;1;17/01/2011;20/01/2011;IT;SA;NOCERA INFERIORE;216,67;260;3171;3;-1;2704;260;260;130;50;1;102;TOD'S;Autunno - Inverno 2011;Blu notte;Uomo;Contrassegno;10;Polacco;Calzature
548;1;17/01/2011;20/01/2011;IT;MI;ARCORE;247,92;297,5;3012;4;-1;8903;297,5;425;213;50;1;4;ASPESI;Autunno - Inverno 2011;Grigio medio;Donna;Carta di Credito;3;Capispalla;Abbigliamento
549;1;17/01/2011;20/01/2011;IT;BO;SAN PIETRO IN CASALE;115,5;138,6;2872;4;-1;6729;138,6;198;99;50;1;67;TWO WOMEN IN THE WORLD;Autunno - Inverno 2011;Denim scuro;Donna;PayPal;3;Jeans;Abbigliamento
550;1;17/01/2011;26/01/2011;IT;KR;ROCCABERNARDA;41,67;50;2244;3;-1;12047;50;80;56;30;0;259;ANDERSONS;Autunno - Inverno 2011;Viola Scuro;Uomo;Contrassegno;24;Cinture;Accessori
551;1;17/01/2011;21/01/2011;IT;BG;OSIO SOTTO;177,92;213,5;3175;3;-1;7562;136,5;195;98;50;1;3;BURBERRY;Autunno - Inverno 2011;Grigio;Uomo;Contrassegno;2;Maglieria;Abbigliamento
551;1;17/01/2011;21/01/2011;IT;BG;OSIO SOTTO;177,92;213,5;3175;3;-1;5660;77;110;55;50;1;3;BURBERRY;Autunno - Inverno 2011;Blu scuro;Uomo;Contrassegno;2;Maglieria;Abbigliamento
553;1;18/01/2011;20/01/2011;IT;PA;PARTINICO;233,33;280;2583;4;-1;11762;280;400;200;50;1;2;CUCINELLI;Autunno - Inverno 2011;Grigio scuro;Donna;Contrassegno;3;Maglieria;Abbigliamento
554;1;18/01/2011;21/01/2011;IT;TA;GINOSA;490;588;523;4;-1;10773;31,5;45;23;50;1;5;FIX DESIGN;Autunno - Inverno 2011;Grigio;Donna;PayPal;3;Maglieria;Abbigliamento
554;1;18/01/2011;21/01/2011;IT;TA;GINOSA;490;588;523;4;-1;10771;31,5;45;23;50;1;3;FIX DESIGN;Autunno - Inverno 2011;Grigio;Donna;PayPal;3;Maglieria;Abbigliamento
554;1;18/01/2011;21/01/2011;IT;TA;GINOSA;490;588;523;4;-1;6274;525;750;375;50;1;6;FAY;Autunno - Inverno 2011;Nero;Donna;PayPal;3;Capispalla;Abbigliamento
555;1;18/01/2011;21/01/2011;IT;CT;Paterno;122,5;147;2720;3;-1;6458;147;210;105;50;1;529;JECKERSON;Autunno - Inverno 2011;Denim;Uomo;Carta di Credito;2;Jeans;Abbigliamento
556;1;18/01/2011;20/01/2011;IT;FG;SAN GIOVANNI ROTONDO;1537,08;1844,5;648;3;-1;9467;553;790;395;50;1;4;FAY;Autunno - Inverno 2011;Grigio;Uomo;PayPal;2;Capispalla;Abbigliamento
556;1;18/01/2011;20/01/2011;IT;FG;SAN GIOVANNI ROTONDO;1537,08;1844,5;648;3;-1;10420;595;850;425;50;1;6;BURBERRY;Autunno - Inverno 2011;Grigio scuro;Donna;PayPal;3;Capispalla;Abbigliamento
556;1;18/01/2011;20/01/2011;IT;FG;SAN GIOVANNI ROTONDO;1537,08;1844,5;648;3;-1;5767;696,5;995;498;50;1;3;BURBERRY;Autunno - Inverno 2011;Grigio medio;Uomo;PayPal;2;Capispalla;Abbigliamento
557;1;18/01/2011;28/01/2011;IT;RM;ROMA;58,33;70;3070;3;-1;4811;70;100;50;50;1;5;SUN 68;Autunno - Inverno 2011;Grigio scuro;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
558;1;19/01/2011;21/01/2011;IT;TO;PECETTO TORINESE;300,83;361;695;3;-1;11940;172;245;123;50;1;67;ETRO;Autunno - Inverno 2011;Multicolor;Donna;PayPal;3;Maglieria;Abbigliamento
558;1;19/01/2011;21/01/2011;IT;TO;PECETTO TORINESE;300,83;361;695;3;-1;11984;189;270;135;50;1;68;ETRO;Autunno - Inverno 2011;Grigio - Viola;Donna;PayPal;3;Maglieria;Abbigliamento
560;1;19/01/2011;20/01/2011;IT;SA;CAGGIANO;119,58;143,5;23213;3;-1;9644;143,5;205;103;50;1;29;SIVIGLIA WHITE;Autunno - Inverno 2011;Denim;Uomo;Contrassegno;2;Jeans;Abbigliamento
561;1;19/01/2011;28/01/2011;CZ;ok;Velka Dobra;619,17;743;2838;4;-1;9541;550;550;275;50;1;8;FAY;Autunno - Inverno 2011;Nero;Uomo;Bonifico Bancario;2;Capispalla;Abbigliamento
561;1;19/01/2011;28/01/2011;CZ;ok;Velka Dobra;619,17;743;2838;4;-1;5698;193;275;138;50;1;7;BURBERRY;Autunno - Inverno 2011;Grigio chiaro;Uomo;Bonifico Bancario;2;Maglieria;Abbigliamento
562;1;20/01/2011;24/01/2011;IT;PR;FIDENZA;147;176,4;3214;3;-1;5158;176,4;252;126;50;1;32;AERONAUTICA MILITARE;Autunno - Inverno 2011;Blu notte;Uomo;Contrassegno;2;Capispalla;Abbigliamento
564;1;20/01/2011;24/01/2011;IT;AN;OSIMO;37,92;45,5;3217;4;-1;11288;45,5;65;33;50;1;4;SUN 68;Autunno - Inverno 2011;Viola Scuro;Donna;Carta di Credito;3;Maglieria;Abbigliamento
566;1;20/01/2011;28/01/2011;FR;66;MONTESQUIEU DES ALBERES;252,58;303,1;3227;3;-1;6316;303,1;433;217;50;1;67;DUVETICA;Autunno - Inverno 2011;Nero;Donna;Carta di Credito;3;Capispalla;Abbigliamento
567;1;21/01/2011;24/01/2011;IT;Ba;Bari;350;420;3228;4;-1;4313;420;600;300;50;1;30;CUCINELLI;Autunno - Inverno 2011;Prugna;Uomo;PayPal;2;Maglieria;Abbigliamento
568;1;21/01/2011;24/01/2011;GB;Lo;London. CR7 7AZ;1153,33;1384;3230;3;-1;2148;126;180;90;50;1;438;ETRO;Autunno - Inverno 2011;Multicolor;Uomo;Carta di Credito;2;Camicie;Abbigliamento
568;1;21/01/2011;24/01/2011;GB;Lo;London. CR7 7AZ;1153,33;1384;3230;3;-1;1749;126;180;90;50;1;438;ETRO;Autunno - Inverno 2011;Spago;Uomo;Carta di Credito;2;Camicie;Abbigliamento
568;1;21/01/2011;24/01/2011;GB;Lo;London. CR7 7AZ;1153,33;1384;3230;3;-1;12110;182;315;158;50;1;29;ETRO;Autunno - Inverno 2011;Blu - Marrone;Uomo;Carta di Credito;2;Pantaloni;Abbigliamento
568;1;21/01/2011;24/01/2011;GB;Lo;London. CR7 7AZ;1153,33;1384;3230;3;-1;11301;950;950;950;0;0;30;JOHN GALLIANO;Primavera - Estate 2011;Oro;Uomo;Carta di Credito;24;Orologi;Gioielli Moda
569;1;21/01/2011;24/01/2011;IT;RM;ROMA;116,08;139,3;3231;3;-1;5575;139,3;199;100;50;1;7;AERONAUTICA MILITARE;Autunno - Inverno 2011;Blu notte;Uomo;Carta di Credito;2;Maglieria;Abbigliamento
570;1;21/01/2011;26/01/2011;IT;CS;ROSSANO;135,83;163;499;4;-1;12087;50;71;36;50;1;609;BURBERRY;Autunno - Inverno 2011;Panna;Baby Girl;PayPal;17;Capispalla;Abbigliamento
570;1;21/01/2011;26/01/2011;IT;CS;ROSSANO;135,83;163;499;4;-1;12076;113;162;81;50;1;609;BURBERRY;Autunno - Inverno 2011;Bianco - Nero;Baby Girl;PayPal;17;Abiti;Abbigliamento
571;1;21/01/2011;26/01/2011;IT;MC;MACERATA;230,42;276,5;3240;3;-1;11674;276,5;395;198;50;1;31;KANGRA;Autunno - Inverno 2011;Blu;Uomo;PayPal;2;Maglieria;Abbigliamento
